Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Country,State,City,Time to location,Is Matched Pair Separable,Pair Stock #,Allow RapLink Feed,Parcel Stones,Certificate Filename,Diamond Image,Sarine Loupe,Trade Show,Key to symbols,Shade,Star Length,Center Inclusion,Black Inclusion,Member Comment,Report Issue Date,Report Type,Lab Location,Brand,Milky
NI-G478,G,Cushion,6.06,Y,VVS2,,VG,VG,F,,10.13x9.30x6.89,GIA,6173951233,,5500,,,,,,,74.1,60,,,,,,,,,,,,,Hong Kong,,Hong Kong,,TRUE,,1,,6173951233.pdf,http://shreehk.com/rapnet.php?sku=HAF-G478,,,,,,,,,,,,,
